GEOID,population_density,population,median_age,below_poverty_level,median_income,average_household_size
12127082903,1075.83936,4959,50.59999847,902,42765,2.569999933
12103025107,4337.678027,4090,55.29999924,477,56029,2.170000076
12057011006,816.2686083,5770,39.20000076,249,76992,2.829999924
12075970302,77.62689714,5976,50.59999847,1325,30083,2.329999924
12009064301,3737.884869,5659,37.09999847,1020,51409,2.640000105
12031010900,1669.529476,3351,47,235,42949,2.220000029
12001001520,4298.73192,2494,23.79999924,1559,13864,2.299999952
12081002007,229.5648722,11231,53.5,356,102917,2.579999924
12127082507,3472.578074,7645,44.5,1882,44315,2.579999924
12009071400,2214.635797,3369,38.5,619,42073,2.289999962
12021010415,2536.190704,16335,45.09999847,1357,84114,2.720000029
12109020708,289.8998449,5626,43.79999924,223,169191,3.170000076
12057012212,4048.224276,3880,29.10000038,897,41250,2.369999886
12119911301,299.0927136,3719,67.19999695,409,39135,1.840000033
12033002703,2319.192884,2564,38.5,847,26595,2.039999962
12086009309,15034.41446,6855,46,1857,30554,2.75
12086009022,15563.33045,2457,43.79999924,380,63500,4.039999962
12021010506,2182.525794,5756,53,718,53063,2.529999971
12099005922,5182.104226,6012,60.09999847,366,59928,2.369999886
12107951200,128.2523458,4931,49.40000153,1522,30500,2.230000019
12011110322,5812.892819,12192,36.09999847,895,74695,3.200000048
12057011515,4026.898468,3509,45,260,93188,2.589999914
12001000902,8333.056556,6684,19.10000038,11,NULL,1.179999948
12011031002,5943.531127,4288,48.79999924,652,51548,2.160000086
12086004605,29904.40558,3859,40.70000076,197,134167,2.940000057
12057013921,636.750616,4623,37.29999924,75,141797,3.430000067
12061050808,891.4664865,4727,55.59999847,536,51838,2.279999971
12099004010,5998.185798,3221,37.29999924,415,47401,2.970000029
12103024510,5860.078024,5880,34.29999924,1155,40818,3.390000105
12086000710,22167.84687,5394,42.59999847,1361,25115,2.579999924
12101032113,4340.660676,4324,35.90000153,252,77132,2.819999933
12011110335,10301.77833,9555,70.19999695,3251,19839,1.769999981
12083000701,202.9876086,5202,45.40000153,1259,39245,2.630000114
12071010203,1512.473384,6925,35.79999924,600,60838,3.329999924
12131950301,378.0786321,6646,39.79999924,1457,36601,2.470000029
12009068601,1688.333989,1978,59.40000153,155,60214,1.820000052
12103020700,4376.345704,3237,38.59999847,789,30372,2.829999924
12011060402,14299.87611,6569,29.89999962,996,39934,3.289999962
12031014401,2513.984303,13643,34.29999924,1818,59866,2.140000105
12127090101,44.04036277,4452,43.59999847,766,53185,2.829999924
12057010213,253.2917279,1962,46.40000153,445,37039,2.789999962
12011110336,8633.345336,8710,34.79999924,706,70483,2.809999943
12011070210,4870.290244,3481,46.90000153,541,44924,2.190000057
12011060505,6072.071768,4927,56.40000153,522,46850,2.069999933
12123950200,13.90441255,4578,43.5,1072,43103,2.380000114
12011110330,4658.559392,3505,39.40000153,172,108889,3.5
12021010505,3641.778431,7851,44.90000153,852,52153,2.549999952
12103025106,1979.739091,2558,53.5,285,47938,1.940000057
12099980100,0,0,NULL,0,NULL,NULL
12009061001,3138.737877,4744,46.79999924,435,43581,2.130000114
12086010604,4797.474311,4719,39.79999924,368,96531,3.25
12099005953,2346.321655,4820,69.5,202,66599,2.019999981
12086007300,3886.241947,4396,42.20000076,677,168490,2.779999971
12099003902,4136.43174,6105,39.20000076,880,61343,3.230000019
12005000300,45.15354998,7650,43.5,1787,44646,2.609999895
12099006007,3516.641004,3466,42.40000153,467,52105,2.539999962
12031016727,3413.322113,3245,47.09999847,278,44688,2.099999905
12011020103,6018.859113,5810,40.70000076,712,39680,2.24000001
12099005937,1079.489378,1668,68,60,225375,2.220000029
12085990000,NULL,0,NULL,0,NULL,NULL
12071050206,4984.20834,3380,34.90000153,756,66250,3.390000105
12009064124,2257.157962,4563,43.70000076,610,60393,2.74000001
12069030502,498.3165629,5640,37,1309,35806,2.539999962
12086011001,6608.380484,9615,31.20000076,2289,33072,3.5
12086017100,14249.97908,6520,43.5,1184,48284,2.809999943
12069031203,220.6262975,5927,48.20000076,979,52236,2.650000095
12057013807,2429.753719,9057,33,413,82377,3.079999924
12086008306,7021.100947,8734,38.5,728,63561,4.019999981
12103026703,3529.614342,6726,46.79999924,1156,42618,2.359999895
12069030409,2047.753788,4764,73.19999695,299,37097,1.649999976
12095014608,5204.313063,4566,30,925,38617,2.839999914
12086005407,9350.511879,2374,44.5,327,28480,2.960000038
12073002512,879.165703,3718,42.70000076,323,92368,2.769999981
12099007735,1350.232438,5938,40,120,142798,3.480000019
12009064901,3270.44948,6756,31.89999962,834,50354,2.289999962
12057004700,3687.220955,2605,38.70000076,376,55814,2.039999962
12086000402,5505.83555,3713,32.40000153,1286,38355,3.470000029
12089050400,44.28480833,8909,40.5,1151,60599,2.700000048
12103025505,7314.413925,2771,35.79999924,895,27184,2.420000076
12099007839,1006.437649,7390,41,329,94821,3.25
12086009501,9351.933913,5342,31.39999962,1392,38689,3.25999999
12011060114,6240.149724,6335,37.09999847,465,78375,3.220000029
12071040206,223.0452633,1831,51.59999847,44,92875,3.079999924
12001001514,2672.787188,1689,25.39999962,799,26827,2.150000095
12011050402,5180.896973,4230,45.79999924,683,62222,2.470000029
12005000700,62.11698094,2779,22,70,64132,3.74000001
12103028500,4042.315353,2157,54.29999924,201,54227,2.039999962
12086000403,7806.185204,7829,34.20000076,2425,27483,2.960000038
12101032103,463.8935426,7121,34.79999924,403,80734,3.349999905
12103022901,3548.770181,3077,41.40000153,291,69524,2.430000067
12011110312,6522.004571,7720,40.59999847,642,57270,2.849999905
12057013918,633.3023703,1905,46.59999847,396,54491,3.019999981
12099005934,2744.661845,3417,67.59999847,286,54459,1.690000057
12086001702,9440.25348,3829,34.70000076,1314,26078,2.950000048
12085000604,1415.25799,6364,46,227,107521,2.950000048
12101032804,2141.118387,2536,65.09999847,538,28679,1.909999967
12011100201,6445.091721,1886,31.29999924,351,35000,2.819999933
12103026904,4361.42271,4667,48.29999924,693,34025,2.109999895
12011050208,1723.531818,4892,30.29999924,1624,37932,3.49000001
12061050504,1300.182805,1540,59.90000153,34,91964,2.049999952
12071020700,2053.470656,4056,55.40000153,142,56477,2.519999981
12086017800,31501.37576,6583,40.90000153,1337,44345,3.339999914
12086006206,10002.63203,3355,41.70000076,273,71540,2.039999962
12019030104,102.2266057,3860,47.70000076,527,49083,2.849999905
12057011410,2049.114421,7502,45.70000076,440,97500,2.849999905
12019030902,1927.968857,10342,37.59999847,994,65786,2.75999999
12005001100,2615.392049,5138,31.29999924,1566,39713,2.970000029
12086000121,15336.44094,1397,56.40000153,111,106964,2.279999971
12129010201,238.0083449,9516,35.79999924,788,65064,2.869999886
12095013505,5026.561712,4904,42.70000076,981,46563,2.50999999
12086006002,5068.444345,5457,46.29999924,1026,72963,3.25999999
12086006714,38053.00586,1668,41.29999924,201,81750,1.860000014
12023110903,108.9680056,3966,44.79999924,1107,34776,2.529999971
12086005703,50926.80097,7818,44.70000076,1633,29257,2.299999952
12115002507,2402.016639,4968,53.20000076,384,57813,2.319999933
12086005001,11758.3347,7657,45.09999847,1346,34975,3.309999943
12105010402,4756.74936,4128,23.39999962,420,41250,2.269999981
12086020200,1258.466483,4891,43.09999847,589,41426,3.079999924
12011010305,4591.263733,4319,35.70000076,973,44193,2.089999914
12017450701,604.2238337,7435,66.90000153,504,61179,2.190000057
12011010104,6868.908115,2156,57,288,55612,1.799999952
12011070404,4164.129714,3403,42.20000076,139,105781,3.25999999
12105013400,4690.762994,6047,33.5,2165,33867,3.309999943
12103024413,5895.764368,5366,47.79999924,351,41857,2.029999971
12103024601,2467.844761,3788,39.40000153,634,42656,2.680000067
12103028700,3146.740057,2243,35.09999847,1119,23080,2.680000067
12105012203,1464.996053,2690,34.70000076,590,44509,2.950000048
12086009020,23241.0238,2839,45.40000153,733,30440,2.710000038
12065250102,20.59069103,4003,51.20000076,495,42469,2.039999962
12131950302,21.09745786,6000,40.40000153,667,44277,2.619999886
12017450101,474.107471,6964,62.70000076,943,53758,2.140000105
12073002413,61.23861381,2870,44.5,117,122250,2.839999914
12031017400,1236.446714,2643,30.79999924,1321,27521,2.880000114
12105015600,79.46738414,2699,62.29999924,323,44535,2.079999924
12035060213,1074.879339,6009,46.20000076,869,47531,2.579999924
12103027309,262.8442451,2040,58.59999847,180,111667,2.440000057
12069030307,1632.253082,4643,59.79999924,436,41776,2.319999933
12015030302,1606.446272,3656,67.80000305,366,44943,2.069999933
12005002705,1163.526079,2369,40.90000153,193,55926,2.119999886
12053040701,233.3317654,6319,44.79999924,576,59375,2.859999895
12011042200,2956.090653,2319,64.30000305,96,105840,1.700000048
12057006502,4746.405366,2042,41.20000076,384,49925,1.629999995
12099007837,1293.855008,7239,50.5,315,75167,2.549999952
12086005002,13158.71875,5427,44.29999924,1238,31504,2.75
12099005300,4069.307377,4163,51.90000153,552,61031,1.870000005
12033001202,2491.22228,4712,28.10000038,1318,37333,2.470000029
12099007201,4843.581858,7875,45.90000153,688,68647,2.380000114
12035060107,2610.360035,5086,50.5,727,50230,2.559999943
12069030105,254.166747,9948,42,782,63933,2.809999943
12095017300,4084.407483,11141,35.59999847,2066,39841,2.579999924
12031010101,850.1007471,8745,38.70000076,478,79873,2.819999933
12057010402,1532.586732,6200,32,707,38197,2.630000114
12011090801,5699.23918,4235,43.09999847,646,64157,3.140000105
12053040901,2162.367054,5776,50.20000076,960,42206,2.359999895
12031012000,2399.874528,4961,37.40000153,661,52644,2.630000114
12111381101,2285.174002,8614,41.90000153,1152,50238,2.960000038
12086000706,20023.98971,7910,43.20000076,2410,27464,2.779999971
12057014109,1494.728286,6669,34.5,492,57861,3.369999886
12086000605,6894.265446,4494,45.90000153,1083,47917,3.549999952
12105015102,1389.752876,2347,43.79999924,271,74883,2.819999933
12086008416,6150.263688,3351,35.79999924,193,81616,3.00999999
12095016717,2679.131857,3457,36.79999924,140,73138,3.109999895
12001000809,1798.604666,1287,33.90000153,303,38148,1.789999962
12075970200,34.06596634,4188,41.59999847,1154,34985,2.450000048
12057011003,2554.717373,5089,33.09999847,1237,41625,2.289999962
12057011206,3439.093765,2711,45.5,820,27583,2.109999895
12101032011,2175.142794,5230,37.90000153,146,94583,2.910000086
12019031105,28.34710851,2001,43.79999924,282,57014,2.700000048
12033004000,130.6142395,4791,42.29999924,540,42500,2.480000019
12101032007,1919.272073,2721,50.90000153,164,78977,2.519999981
12086006501,13620.29794,3604,43,341,62767,3.109999895
12097041800,4307.553876,3179,32.40000153,795,36209,3.380000114
12055960501,142.5034356,1056,68.5,164,32054,2.119999886
12061980000,0,0,NULL,0,NULL,NULL
12103020101,3595.7251,4855,40.5,910,29766,2.650000095
12055960900,163.3695167,2503,45.90000153,870,25655,2.519999981
12071001201,1512.354325,9106,31.89999962,1769,41052,2.470000029
12101031805,543.446096,3848,55.29999924,328,48964,2.529999971
12031014410,2226.384059,8028,44.70000076,332,78950,2.150000095
12081000305,5411.525908,6309,32.29999924,1020,39467,4.03000021
12086003001,5074.703646,2497,41.70000076,479,32823,1.950000048
12081001701,1774.9069,1522,61.20000076,105,56667,1.889999986
12099007831,771.0729409,3546,53.20000076,263,84167,2.029999971
12053040909,1019.621899,4616,50.09999847,315,64289,2.380000114
12011050311,11317.61829,3301,50.09999847,848,27500,2.150000095
12005002704,668.4035156,6300,38.5,328,64977,2.279999971
12073000600,7549.049775,4025,33.20000076,2477,23285,2.069999933
12081000703,2442.308856,3263,29.79999924,708,47906,3.910000086
12103024803,4626.9376,2254,45.20000076,541,37188,2.480000019
12086008805,10487.09751,5270,39.70000076,1167,36587,3.440000057
12095014805,5107.190921,6275,35.29999924,1110,44783,3.119999886
12131950603,1322.089507,10535,52.70000076,698,74596,2.25999999
12071040313,1301.035312,2046,39,144,49302,4.429999828
12071001601,4118.266871,5281,48,243,55345,2.930000067
12086008410,5666.368453,5730,42.90000153,396,84886,3.029999971
12031002400,2569.307834,1903,44.70000076,109,86813,2.390000105
12057002400,4406.224109,4078,37.5,950,47898,2.319999933
12099002005,5801.183734,5217,30.89999962,670,52825,3.289999962
12009064400,4539.38683,5108,45.09999847,425,57049,2.559999943
12086010608,6895.528021,5139,39.29999924,371,62844,3.440000057
12081002005,1969.908918,5365,61.5,183,75982,2.380000114
12103026811,2712.697757,6100,53.20000076,327,87481,2.480000019
12095013503,15943.14064,2655,29.20000076,750,37500,2.859999895
12095016729,3998.07374,17892,35.70000076,1801,61735,3.279999971
12075970400,6.394483254,2688,48.59999847,471,37781,2.460000038
12105014501,386.1678901,8420,39.29999924,1630,50290,3.25
12081000805,1049.574711,7119,47.09999847,942,65236,2.559999943
12109020807,191.8212548,2481,41.29999924,20,125357,2.930000067
12086006707,61846.73827,4350,41.20000076,250,107901,1.850000024
12099007501,3913.777638,3206,52.40000153,413,66278,1.809999943
12005002601,1048.486305,2476,49.09999847,241,61250,2.170000076
12057005500,7694.244202,2851,39.40000153,252,98933,1.649999976
12057013914,391.2157085,5310,30.10000038,930,65741,4.039999962
12123950100,19.05708661,3477,43.40000153,535,55489,2.720000029
12021010418,1316.873828,6292,65.30000305,365,105067,2.25
12087972000,3148.797131,3720,45.70000076,199,82618,2.069999933
12011030401,4335.093843,3667,36.09999847,756,39297,3.859999895
12071080100,26.42659685,195,39.70000076,101,NULL,1.49000001
12099000214,6521.119227,7686,39.09999847,235,107986,3.329999924
12091021700,1807.050039,2662,49.40000153,230,69406,2.460000038
12095017001,436.1025401,4652,29,867,47574,2.910000086
12081002013,1530.8597,16587,49,1133,94492,2.74000001
12101031808,366.786908,3455,38.70000076,512,65417,2.99000001
12105012404,57.44806248,2359,39.5,45,75694,3.210000038
12071010306,2993.140289,6325,47.90000153,1092,53917,2.970000029
12033003204,2554.362042,2838,43.70000076,259,63542,2.519999981
12099004500,6196.539464,7032,34.5,2223,42583,3.049999952
12057011905,6398.294821,1651,37.40000153,427,38080,3.089999914
12086005201,28401.91183,6648,34.70000076,2218,25294,2.980000019
12103024001,3269.651625,3312,47.09999847,179,124886,2.200000048
12085000200,1009.283716,3679,58.70000076,433,61950,2.099999905
12086000903,2612.644837,3013,39.5,772,35034,3.549999952
12051000402,731.3477099,9507,32.40000153,2007,35877,3.349999905
12111380800,278.0039675,3285,41,212,41369,2.5
12095016002,3056.951723,2544,48.90000153,59,205625,2.450000048
12071040114,879.7692025,7360,66.09999847,366,78269,2.019999981
12001001515,8121.543505,4919,22.70000076,2658,18542,2.25999999
12057014016,556.5889093,1061,73.19999695,64,74286,1.840000033
12071070101,185.2452776,1701,66,189,40357,2.160000086
12053040303,161.4760912,2887,54,381,49934,2.130000114
12117021502,2516.306757,5222,38.70000076,864,46552,2.519999981
12105015101,2840.294642,3788,43.09999847,726,53750,2.720000029
12083002606,2006.079733,6550,72.30000305,518,39847,1.659999967
12005001900,3336.27775,4553,45.59999847,383,62226,2.349999905
12113010504,740.1272505,5483,46.29999924,321,76111,2.5
12081000201,5935.103793,4639,59.70000076,1001,34093,2.039999962
12115001805,2979.508996,1827,58.40000153,123,57266,2.069999933
12087971001,447.8886865,1071,58,35,84464,2.089999914
12101031503,2480.15841,2644,42.70000076,496,47703,2.319999933
12099005202,9427.652307,4673,33.40000153,1448,31190,2.920000076
12057010817,11466.14434,4786,31.20000076,1831,23521,2.670000076
12017451200,220.3302939,3962,59.29999924,443,42167,2.049999952
12105011300,3191.906949,2078,32.79999924,778,27933,2.99000001
12003040202,120.6991754,6037,32.79999924,1106,60139,3.119999886
12127082410,3444.140808,6920,40.70000076,721,51170,2.420000076
12086002100,3368.759871,2538,43.20000076,309,72188,2.380000114
12099005501,4086.916782,3385,45.70000076,767,45949,2.190000057
12009062109,1069.89051,4668,34.40000153,387,52705,2.819999933
12111381804,2848.955196,5871,40.09999847,792,48393,2.74000001
12071000302,4219.833026,5708,33.20000076,1473,33585,3.579999924
12086000408,7203.089794,5858,34.79999924,1418,35714,3.49000001
12073001700,1640.596481,7354,48.59999847,595,95375,2.200000048
12073002415,2405.584005,4170,42.90000153,99,78424,2.420000076
12101030404,716.5484586,2792,54.59999847,256,58451,2.319999933
12005002604,4003.239739,8752,35.70000076,1682,57198,2.480000019
12105010701,4608.026641,4843,43.09999847,694,45750,2.380000114
12103020400,4463.964481,2402,49.59999847,301,64107,2.25999999
12073001802,964.210791,6207,28,1277,39574,2.470000029
12073000301,1302.82697,1374,38,169,56317,1.879999995
12105010604,2784.603034,3565,34.29999924,256,58841,2.569999933
12115001907,1466.669833,965,68.30000305,87,136667,1.830000043
12099000702,4799.568362,2898,51.09999847,236,63598,2.130000114
12086016000,10413.003,4911,39.20000076,767,50670,3.410000086
12099001004,2589.690347,5430,45.20000076,797,44839,2.440000057
12099004702,6759.306823,6975,32.59999847,1410,48204,3.859999895
12119910300,111.3014721,2472,58.20000076,133,47821,2.420000076
12095012202,7008.798255,6011,28.29999924,1939,39515,3.559999943
12071050204,2397.138794,2493,31,286,84621,3.109999895
12069030408,1504.737799,3842,73.40000153,340,57728,1.779999971
12015010404,1395.514307,4747,70.19999695,197,74119,1.830000043
12071040119,613.1176832,2246,54.79999924,59,119398,2.220000029
12086008304,6316.69359,9371,43.59999847,943,45991,3.789999962
12095016704,163.9602621,24985,33.79999924,1792,86244,2.930000067
12011060115,10225.15807,7909,34.5,1038,64688,3.180000067
12099007505,5939.803732,3216,56.40000153,465,95640,1.669999957
12103026815,3472.090306,4818,48.20000076,210,99097,2.49000001
12115002605,1697.429576,2194,61.59999847,263,37067,1.830000043
12011070501,3151.141862,6021,45.70000076,164,126447,3.24000001
12011010503,1961.304917,18939,39,927,199073,3.309999943
12086013800,40737.98421,8514,34,2069,44045,3.950000048
12057013504,3619.096027,3460,41,500,36466,2.730000019
12011090601,7719.123266,2999,41.40000153,368,56250,3.019999981
12057000902,8556.880304,4494,32.20000076,909,31004,1.899999976
12057012504,2683.488859,3495,43.5,126,93523,2.789999962
12011110600,1412.587165,5509,35.09999847,795,59148,2.349999905
12086012100,23565.95169,16306,36.5,2464,51041,2.960000038
12099005949,3120.444565,3238,67.40000153,86,97091,2.140000105
12073000700,2349.166793,1822,34.79999924,272,47083,1.840000033
12109020804,1126.167387,4560,39.5,185,118071,3.369999886
12031010301,114.421213,5877,37,502,62959,2.690000057
12091022300,3205.352818,2655,38.09999847,490,51413,2.410000086
12021010606,3933.170426,2564,62.09999847,142,69063,2.039999962
12105011912,1187.025253,2268,39.79999924,163,58000,2.539999962
12009068300,3790.505374,2790,65,63,52208,1.720000029
12103025417,5644.166903,2774,64.90000153,443,44792,2.049999952
12127080100,363.1627362,10100,61.29999924,516,61343,2.170000076
12057010600,3554.933145,3419,31.79999924,335,80600,3.059999943
12109021403,1649.374961,1610,64.40000153,95,97500,1.820000052
12086000409,11852.36817,4995,32.40000153,988,46680,3.829999924
12011020324,11774.61217,6392,39.90000153,739,45915,2.630000114
12011110404,12620.49432,7307,36.79999924,1308,52246,3.74000001
12086003004,16479.37128,6022,37,1487,20904,2.039999962
12101031903,928.9349337,6562,33.79999924,686,72065,3.079999924
12099007710,1577.510567,5712,40.59999847,314,95441,3.039999962
12011040602,4263.065284,2983,48.20000076,142,86375,2.140000105
12113010706,803.0520206,8331,36.40000153,971,60214,2.609999895
12061050501,549.2827399,5133,72.69999695,191,143899,2.059999943
12081001107,2396.240327,4094,47.90000153,750,50857,2.670000076
12031012704,4737.081246,5559,30.79999924,918,51276,2.839999914
12103022601,6559.275988,3732,45.29999924,465,51736,2.640000105
12086981000,0,0,NULL,0,NULL,NULL
12055961100,2149.314273,3623,53.29999924,1132,21750,2
12103024509,790.2240449,3671,44.79999924,278,78654,2.079999924
12105013600,2608.221678,5744,40.79999924,1797,31063,2.589999914
12095014809,1456.713767,3240,52.29999924,311,133214,2.470000029
12071040117,896.3896537,3299,58.79999924,104,85781,2.329999924
12127080804,1463.654398,8766,50.40000153,666,47863,2.200000048
12099004817,4973.519502,4205,64.59999847,643,31934,1.899999976
12011040504,21381.59284,3046,69.80000305,177,84111,1.539999962
12001001701,1668.55132,5161,45.70000076,1046,48125,2.019999981
12095016732,959.7868856,16937,38,559,79262,3.119999886
12015010100,10.90659111,4700,47.29999924,273,58514,2.809999943
12105011834,1142.749572,6189,44.29999924,154,83923,2.650000095
12019031104,487.8083542,3904,49.59999847,421,50189,2.680000067
12101032006,775.7429197,8549,38.59999847,757,62396,2.960000038
12017450800,199.4495678,4297,53.5,1247,31127,2.319999933
12009062301,3713.03335,3890,37.09999847,793,43699,3.00999999
12033001101,1319.312336,5657,45,449,87394,2.640000105
12011100802,9788.706972,8643,31,1710,39985,3.349999905
12103027802,4631.155779,2691,58.5,415,64904,2.089999914
12007000200,144.594103,8677,37.59999847,1347,40912,2.309999943
12117021404,2982.888394,7543,45.20000076,943,52802,2.480000019
12099000205,3488.790918,6196,36.5,1016,76990,2.789999962
12057011606,3388.920528,7257,37.5,343,65156,2.470000029
12083000702,398.532563,7877,64.5,879,47160,2.140000105
12086000130,6368.7261,2599,55.79999924,146,73125,2.029999971
12099004007,13547.19244,7236,30.20000076,1951,40528,4.170000076
12097040803,1275.19335,10982,39.29999924,855,80645,2.640000105
12133970104,107.3875033,2873,34,810,37241,2.569999933
12069030209,1605.04887,2607,55.09999847,751,27746,2.099999905
12033003201,1384.347474,5079,47.09999847,499,45994,2.359999895
12105012507,588.5117907,5977,38.70000076,837,57706,2.980000019
12107950100,41.30369942,4344,46.79999924,503,53750,2.730000019
12095014808,2381.836636,12005,39.59999847,373,133767,3.019999981
12099001404,2413.500629,4126,28.39999962,1525,32750,3.819999933
12011110320,13715.82356,11706,32.79999924,1620,50052,3.029999971
12107951100,143.9698591,4343,53,751,40884,2.329999924
12057013414,3529.706005,6428,41.70000076,283,82105,2.880000114
12127090500,2456.055284,1852,50.79999924,468,24900,1.5
12021010507,2859.995263,4061,58.59999847,328,58140,2.180000067
12115001503,5041.940263,3572,41.29999924,188,68243,2.75999999
12031010103,134.3458513,6045,40,329,85643,2.769999981
12035060209,1341.654321,7992,46.59999847,701,50448,2.789999962
12003040101,231.3084508,6852,38.70000076,677,64732,2.960000038
12023110904,72.58819984,6267,50.29999924,451,50000,2.559999943
12091021600,1975.398874,2196,59.29999924,85,75615,1.980000019
12033000800,2133.770172,4563,46.20000076,807,58341,2.119999886
12069030913,1823.017445,1478,71.5,53,61620,1.769999981
12083001900,1218.452803,2583,47.20000076,697,35256,2.079999924
12095016715,3703.572114,6230,45.5,1035,51239,2.950000048
12057001100,4328.76353,2759,36.29999924,443,51875,2.710000038
12071010102,332.6459097,10300,50.70000076,1146,54926,2.74000001
12005000201,25.21610589,4989,39.79999924,747,61932,2.789999962
12103026911,6244.897097,3813,65.09999847,219,48875,1.870000005
12057011614,7079.124336,6905,33.79999924,1892,46073,3.099999905
12099007754,1673.800318,5156,69.19999695,57,92938,2.369999886
12011020407,9508.298775,7971,34.29999924,1069,50704,3.789999962
12011010306,5583.837954,2708,41.40000153,549,40843,2.50999999
12103025209,5076.842038,4755,39.70000076,648,51335,2.410000086
12011030500,2745.146166,6763,30.5,1608,39638,3.650000095
12005000400,313.6455291,8790,38.5,624,60652,2.869999886
12011010304,10178.2025,4584,34.29999924,516,47168,3.970000029
12099005807,3979.373993,4917,42.90000153,233,55721,2.400000095
12127082406,3192.897932,2698,50,246,58313,2.539999962
12081001911,1440.62008,8190,40.20000076,470,80102,2.980000019
12031014001,4512.681318,4624,38.90000153,556,79656,2.269999981
12099005921,3574.920698,7535,45.20000076,366,91279,2.75
12011100600,7522.914447,5510,37.70000076,850,57592,3.569999933
12109021206,962.4646928,6894,56.29999924,819,48989,2.25999999
12101032902,2149.014635,1806,65.09999847,109,53287,2
12021010405,1863.342182,12272,48.59999847,811,75170,2.279999971
12086006001,7150.918364,6710,44.20000076,450,93214,3.180000067
12009071600,2011.532658,4126,49.70000076,377,52780,2.319999933
12086010005,7146.668588,6818,47.20000076,1051,45597,3.269999981
12101031003,5975.101091,6448,39.70000076,1426,42898,2.819999933
12031002801,3086.136873,4461,38.20000076,1172,30509,2.450000048
12101030502,4075.38309,4320,45.90000153,834,38490,2.180000067
12127090204,204.726697,8361,46.90000153,552,63163,2.609999895
12031002101,5024.443527,3166,35.59999847,413,58958,1.940000057
12053041106,3396.543398,4481,37.5,575,47969,2.680000067
12081002003,2401.074369,5576,43.40000153,385,69824,2.410000086
12117020600,2061.284332,14304,32.59999847,3320,58941,2.559999943
12071030202,2176.105787,6778,45.90000153,862,46503,2.970000029
12099004816,3868.623518,3422,60.90000153,149,53976,2.089999914
12083980100,0,0,NULL,0,NULL,NULL
12115000900,2365.129377,2566,52,123,81286,2.089999914
12103024412,1186.255698,4591,31.70000076,424,77661,2.029999971
12095017702,1266.077452,2206,47.79999924,223,69167,2.74000001
12011010402,2782.481116,3390,60.20000076,345,41155,1.929999948
12086014100,201.796555,2765,42.09999847,0,NULL,NULL
12117021706,2569.979878,3666,39.70000076,321,68136,2.559999943
12009060700,2863.933814,2464,40.29999924,949,24485,2.089999914
12057011512,1214.679142,4042,43.5,67,118929,2.910000086
12003040102,70.69140858,7141,46.59999847,425,70747,2.630000114
12086000412,6030.07898,7164,33.59999847,1836,33708,3.440000057
12086003801,7100.155936,5905,41.09999847,852,78222,2.430000067
12057011607,6224.486824,8932,39.70000076,2137,60396,2.869999886
12086001903,12807.19313,3374,34.5,832,30385,2.539999962
12105011911,606.9937755,3074,42.90000153,132,75714,3.049999952
12057000402,4337.06291,3323,43.5,862,31250,2.869999886
12103025111,5678.869991,2955,65.69999695,390,33792,1.590000033
12091022600,3727.56237,3668,36.09999847,1145,32268,1.929999948
12009066600,4432.362088,4441,46.70000076,151,82022,2.680000067
12011060303,15673.62738,6681,29.89999962,1403,31778,2.970000029
12015990000,NULL,0,NULL,0,NULL,NULL
12095017104,2149.041969,31263,38.70000076,1954,114874,3.230000019
12063210700,118.5329419,4515,41.29999924,364,54392,2.50999999
12071030204,556.8180438,949,46.5,100,45956,2.400000095
12086007801,1048.913041,928,49,31,215625,3.480000019
12105011502,925.7581506,6384,41.79999924,893,58987,2.519999981
12101031401,4368.572859,4019,44,827,36174,2.099999905
12099004818,4842.547421,2575,66.40000153,321,35214,1.710000038
12073002410,2577.582858,6032,38.59999847,379,58237,2.220000029
12017451102,756.1538228,6391,53.90000153,1121,36930,2.299999952
12099007716,2604.632388,4920,38.20000076,304,75932,3.140000105
12097042701,7576.374278,10325,37.59999847,1507,44802,3.910000086
12057011608,1236.708182,1319,37.5,87,122273,2.880000114
12086980600,0,0,NULL,0,NULL,NULL
12051000401,256.1049955,4433,33.70000076,1074,48727,3.24000001
12099000703,3149.40441,3969,50.59999847,116,89453,2.480000019
12049970102,15.86333982,3799,35.20000076,825,36020,3.059999943
12095012201,7151.743335,6399,33.70000076,2342,32997,3.769999981
12105014202,312.2800394,2550,47.20000076,224,48838,2.559999943
12086016500,4501.097808,9049,38.29999924,778,100189,3.880000114
12117021311,1427.980789,5344,37.09999847,298,94779,3.170000076
12103027105,2858.498879,3202,49.59999847,383,64668,2.24000001
12071060300,422.75475,1080,71.09999847,48,73269,1.779999971
12127091029,409.871775,5076,42.90000153,303,54441,2.690000057
12111381503,3466.585432,10824,42.5,1204,55075,3.130000114
12019030904,2257.858824,7252,40.90000153,1012,69861,2.700000048
12086015200,2567.901209,7723,38.79999924,424,98705,3.859999895
12011100300,9387.766796,7424,40.29999924,1545,38397,2.74000001
12011070305,3809.362803,7957,40.59999847,675,57522,3.289999962
12086002600,13041.66531,7025,34.59999847,1772,43611,2.700000048
12101032109,1961.083315,5113,37.5,170,104375,3.170000076
12073002605,406.7505385,5623,38.20000076,29,99274,2.539999962
12105013002,2099.362919,4591,38.09999847,1799,31118,2.680000067
12095014813,4117.671503,3832,44.70000076,287,76779,2.519999981
12085001801,112.3380701,7325,31.10000038,1980,39308,3.779999971
